,campaign_id,chain_id,start_date,end_date,format,device,height,width,iremoteid,days,start_day,end_day,shop,budget
6221,34523,12,2019-06-17,2019-06-30,banner,DESKTOP,200.0,995.0,['30596'],15.0,1.0,7.0,0.0,6250.013580322266
4754,25680,12,2020-08-25,2020-09-20,butterfly,DESKTOP,298.0,398.0,['C84246'],28.0,2.0,7.0,0.0,13597.299194335938
298,619,12,2020-04-07,2020-04-12,butterfly,DESKTOP,298.0,398.0,"['C53908', 'C53909']",7.0,2.0,7.0,0.0,4962.560791015625
3692,19247,7,2020-11-01,2020-11-04,butterfly,DESKTOP,394.0,576.0,['103734'],5.0,7.0,3.0,0.0,2332.705993652344
3214,16418,12,2020-11-08,2020-12-28,tg,DESKTOP,298.0,597.0,['C100759'],52.0,7.0,1.0,0.0,13222.336181640623
4981,27012,12,2021-05-11,2021-06-19,tg,DESKTOP,298.0,796.0,['C141168'],41.0,2.0,6.0,0.0,16526.673583984375
221,439,11,2020-09-01,2020-09-13,butterfly,DESKTOP,486.0,278.0,['C77389'],14.0,2.0,7.0,0.0,6012.876953125
2470,12164,10,2020-05-12,2020-05-16,butterfly,DESKTOP,420.0,574.0,['C58127'],6.0,2.0,6.0,0.0,4917.769775390625
7106,8606,11,2021-09-06,2021-09-25,showcase,DESKTOP,494.0,1063.0,['175325'],21.0,1.0,6.0,0.0,48000.0
6999,5192,11,2021-09-27,2021-10-11,showcase,DESKTOP,494.0,1063.0,['180401'],16.0,1.0,1.0,0.0,36571.42857142857
6447,35816,12,2020-06-21,2020-07-20,butterfly,DESKTOP,298.0,398.0,['C62960'],31.0,7.0,1.0,0.0,14768.862426757812
293,613,12,2021-01-18,2021-02-14,banner,DESKTOP,200.0,995.0,"['120439', '120746']",29.0,1.0,7.0,0.0,12905.417724609377
7832,33703,11,2021-06-24,2021-08-01,showcase,DESKTOP,494.0,1063.0,['158892'],40.0,4.0,7.0,0.0,91428.57142857143
2983,15092,12,2021-09-13,2021-11-25,butterfly,DESKTOP,298.0,398.0,['C176854'],75.0,1.0,4.0,0.0,13791.144561767578
332,671,12,2021-01-05,2021-01-29,butterfly,DESKTOP,298.0,398.0,"['C117296', 'C117322', 'C117323']",26.0,2.0,5.0,0.0,11374.846069335938
3081,15660,12,2021-04-06,2021-04-17,butterfly,DESKTOP,298.0,398.0,['C140131'],13.0,2.0,6.0,0.0,10465.353088378906
5827,32175,12,2021-05-16,2021-11-21,tg,DESKTOP,298.0,597.0,['C147467'],191.0,7.0,7.0,0.0,46454.71421813965
4476,23983,12,2021-09-21,2021-11-20,tg,DESKTOP,298.0,796.0,['C175690'],62.0,2.0,6.0,0.0,22179.811279296875
7563,24347,11,2021-01-15,2021-01-16,showcase,DESKTOP,472.0,1047.0,['119015'],3.0,5.0,6.0,0.0,6857.142857142857
3513,18127,12,2021-07-06,2021-07-18,tg,DESKTOP,298.0,796.0,['C162580'],14.0,2.0,7.0,0.0,10047.666015625
595,1063,7,2020-09-01,2020-09-20,butterfly,DESKTOP,350.0,492.0,"['C86976', 'C86977']",21.0,2.0,7.0,0.0,7181.573181152344
6934,3096,11,2021-05-11,2021-05-27,showcase,DESKTOP,438.0,1063.0,['147727'],18.0,2.0,4.0,0.0,41142.857142857145
2763,13754,12,2020-10-19,2020-11-01,banner,DESKTOP,200.0,995.0,['99218'],15.0,1.0,7.0,0.0,6250.013580322266
3003,15171,11,2021-09-04,2021-09-18,butterfly,DESKTOP,486.0,531.0,['C163706'],16.0,6.0,6.0,0.0,11739.513671875
4426,23637,10,2020-04-06,2020-05-04,butterfly,DESKTOP,420.0,574.0,['C53618'],30.0,1.0,1.0,0.0,10002.482299804688
5330,29144,11,2021-06-12,2021-07-15,butterfly,DESKTOP,486.0,532.0,['C155919'],35.0,6.0,4.0,0.0,12177.049865722656
7805,32658,11,2020-04-04,2020-04-14,showcase,DESKTOP,472.0,1061.0,['51203'],12.0,6.0,2.0,0.0,27428.571428571428
5502,30183,12,2020-06-02,2020-06-12,butterfly,DESKTOP,298.0,398.0,['C62863'],12.0,2.0,5.0,0.0,7929.760986328125
4289,22820,11,2020-05-07,2020-05-13,butterfly,DESKTOP,486.0,278.0,['C58321'],8.0,4.0,3.0,0.0,5208.30908203125
3352,17164,12,2020-10-19,2020-11-01,butterfly,DESKTOP,298.0,398.0,['C99856'],15.0,1.0,7.0,0.0,5705.365447998047
793,2146,7,2020-12-02,2020-12-05,butterfly,DESKTOP,419.0,576.0,['111813'],5.0,3.0,6.0,0.0,2169.275665283203
1418,5950,12,2021-09-06,2021-10-25,butterfly,DESKTOP,298.0,398.0,['C174398'],51.0,1.0,1.0,0.0,9644.624038696287
3540,18272,12,2020-10-15,2020-12-31,tg,DESKTOP,298.0,796.0,['C96631'],79.0,4.0,4.0,0.0,12459.207458496094
5913,32593,12,2021-03-16,2021-03-28,banner,DESKTOP,200.0,995.0,['135093'],14.0,2.0,7.0,0.0,9381.358642578123
2376,11479,12,2021-09-09,2021-10-17,butterfly,DESKTOP,298.0,398.0,['C176282'],40.0,4.0,7.0,0.0,8956.336059570312
1518,6544,11,2021-04-07,2021-04-07,butterfly,DESKTOP,486.0,273.0,['C140755'],2.0,3.0,3.0,0.0,1302.0772705078125
2576,12687,7,2020-07-04,2020-08-27,butterfly,DESKTOP,350.0,492.0,['C70236'],56.0,6.0,4.0,0.0,12174.56201171875
1049,3784,11,2019-05-08,2019-05-08,butterfly,DESKTOP,489.0,293.0,['C26130'],2.0,3.0,3.0,0.0,1302.0772705078125
3777,19802,12,2019-06-06,2019-06-29,banner,DESKTOP,200.0,995.0,['29812'],25.0,4.0,6.0,0.0,13373.158264160156
7209,11825,11,2021-04-16,2021-05-30,showcase,DESKTOP,438.0,1063.0,['142937'],46.0,5.0,7.0,0.0,105142.85714285714
1598,6964,12,2021-02-25,2021-02-27,butterfly,DESKTOP,298.0,398.0,['C130710'],4.0,4.0,6.0,0.0,2887.743408203125
6448,35829,7,2020-11-28,2020-12-10,butterfly,DESKTOP,419.0,576.0,['109618'],14.0,6.0,4.0,0.0,4558.6585693359375
7494,22246,11,2021-07-13,2021-07-31,showcase,DESKTOP,494.0,1063.0,['141647'],20.0,2.0,6.0,0.0,45714.28571428572
5117,27858,7,2021-03-20,2021-03-20,butterfly,DESKTOP,393.0,576.0,['132206'],2.0,6.0,6.0,0.0,1021.1346435546876
2939,14815,11,2021-04-12,2021-04-12,stoprayon,DESKTOP,145.0,1063.0,['surgeles/aperitifs-entrees-snacking'],2.0,1.0,1.0,0.0,1503.7598876953125
5290,28906,11,2020-02-02,2020-02-05,shop,DESKTOP,206.0,285.0,['promotions-exclusives-web'],5.0,7.0,3.0,1.0,3051.0629272460938
602,1081,7,2020-10-26,2020-11-20,butterfly,DESKTOP,394.0,576.0,['101255'],27.0,1.0,5.0,0.0,6386.2943115234375
514,920,12,2021-03-29,2021-05-28,tg,DESKTOP,298.0,796.0,['C136236'],62.0,1.0,5.0,0.0,8469.938293457031
5765,31817,12,2021-04-07,2021-04-18,banner,DESKTOP,200.0,995.0,['139677'],13.0,3.0,7.0,0.0,8608.02490234375
257,528,11,2021-04-08,2021-05-31,butterfly,DESKTOP,486.0,531.0,"['C139451', 'C139453']",55.0,4.0,1.0,0.0,11077.46208190918
7627,26417,11,2021-04-16,2021-05-31,showcase,DESKTOP,438.0,1063.0,['141874'],47.0,5.0,1.0,0.0,107428.57142857143
3613,18767,12,2021-02-28,2021-03-13,butterfly,DESKTOP,298.0,398.0,['C130210'],15.0,7.0,6.0,0.0,8204.727172851562
7478,21676,11,2019-10-28,2019-11-07,showcase,DESKTOP,472.0,1061.0,['36967'],12.0,1.0,4.0,0.0,27428.571428571428
2924,14748,12,2021-04-19,2021-05-03,butterfly,DESKTOP,298.0,398.0,['C143253'],16.0,1.0,1.0,0.0,7165.70654296875
2196,10360,12,2019-07-25,2019-08-09,banner,DESKTOP,200.0,995.0,['32154'],17.0,4.0,5.0,0.0,7895.216491699219
7133,9276,11,2020-07-09,2020-07-20,showcase,DESKTOP,472.0,1061.0,['71092'],13.0,4.0,1.0,0.0,29714.28571428572
1828,8446,11,2020-12-07,2020-12-15,stoprayon,DESKTOP,145.0,1063.0,['innocent-les-grands-petits-pas'],10.0,1.0,2.0,0.0,7412.225952148437
7572,24782,11,2020-09-07,2020-09-26,showcase,DESKTOP,472.0,1061.0,['86886'],21.0,1.0,6.0,0.0,48000.0
5018,27225,11,2020-11-23,2020-11-24,butterfly,DESKTOP,486.0,273.0,['C95270'],3.0,1.0,2.0,0.0,2223.6677856445312
5154,28072,12,2020-01-28,2020-02-01,banner,DESKTOP,200.0,995.0,['45152'],6.0,2.0,6.0,0.0,5048.0218505859375
381,744,12,2020-07-23,2020-08-01,banner,DESKTOP,200.0,995.0,"['73846', '75195']",11.0,4.0,6.0,0.0,8340.702331542969
7121,8987,11,2020-05-26,2020-05-29,showcase,DESKTOP,472.0,1061.0,['61100'],5.0,2.0,5.0,0.0,11428.57142857143
6510,36187,11,2021-04-07,2021-04-12,stoprayon,DESKTOP,145.0,1063.0,['175-ans-de-partage-gourmand-lu'],7.0,3.0,1.0,0.0,5219.913757324219
1114,4153,12,2021-05-17,2021-05-22,banner,DESKTOP,200.0,995.0,['148295'],7.0,1.0,6.0,0.0,5350.965515136719
4345,23163,12,2020-10-19,2020-11-01,butterfly,DESKTOP,298.0,398.0,['C99389'],15.0,1.0,7.0,0.0,5705.365447998047
7467,21133,11,2021-09-02,2021-09-26,showcase,DESKTOP,494.0,1063.0,['170812'],26.0,4.0,7.0,0.0,59428.57142857143
1253,4988,12,2021-05-18,2021-05-29,banner,DESKTOP,200.0,995.0,['149466'],13.0,2.0,6.0,0.0,10937.380676269531
3861,20250,12,2021-06-21,2021-06-21,tg,DESKTOP,298.0,796.0,['C153044'],2.0,1.0,1.0,0.0,1258.400146484375
4432,23684,12,2019-08-08,2019-08-08,stoprayon,DESKTOP,121.0,995.0,['32355'],2.0,4.0,4.0,0.0,1222.5518798828125
3035,15372,12,2019-05-27,2019-06-14,banner,DESKTOP,200.0,995.0,['29373'],20.0,1.0,5.0,0.0,9412.050170898438
7510,22825,11,2021-04-02,2021-04-11,showcase,DESKTOP,438.0,1063.0,['132331'],11.0,5.0,7.0,0.0,25142.857142857145
7267,13966,11,2021-05-31,2021-06-30,showcase,DESKTOP,494.0,1063.0,['143064'],32.0,1.0,3.0,0.0,73142.85714285714
5461,29942,11,2021-05-25,2021-06-28,butterfly,DESKTOP,486.0,531.0,['C151681'],36.0,2.0,1.0,0.0,14637.4189453125
4376,23357,12,2020-05-20,2020-05-24,banner,DESKTOP,400.0,1990.0,['C60099'],6.0,3.0,7.0,0.0,3972.9345703125
490,893,12,2021-02-09,2021-02-26,butterfly,DESKTOP,298.0,398.0,"['C126087', 'C126088']",19.0,2.0,5.0,0.0,9712.912719726562
6141,34062,11,2021-01-14,2021-02-04,butterfly,DESKTOP,486.0,274.0,['C119990'],23.0,4.0,4.0,0.0,6323.571624755859
4564,24522,10,2020-09-29,2020-10-10,butterfly,DESKTOP,428.0,555.0,['C89844'],13.0,2.0,6.0,0.0,10655.167846679688
5520,30285,10,2020-10-29,2020-11-01,butterfly,DESKTOP,393.0,555.0,['C102358'],5.0,4.0,7.0,0.0,3561.874389648437
2897,14562,11,2021-03-02,2021-03-16,butterfly,DESKTOP,486.0,273.0,['C127128'],16.0,2.0,2.0,0.0,10927.00390625
7124,9085,11,2020-09-23,2020-09-23,showcase,DESKTOP,472.0,1061.0,['85418'],2.0,3.0,3.0,0.0,4571.428571428572
1569,6841,11,2021-10-02,2021-10-11,butterfly,DESKTOP,486.0,531.0,['C181612'],11.0,6.0,1.0,0.0,8673.282470703125
7743,30284,11,2021-09-08,2021-10-11,showcase,DESKTOP,494.0,1063.0,['175557'],35.0,3.0,1.0,0.0,80000.0
3177,16242,12,2021-09-06,2021-09-19,butterfly,DESKTOP,298.0,398.0,['C175293'],15.0,1.0,7.0,0.0,5705.365447998047
2780,13856,11,2020-09-15,2020-09-27,stoprayon,DESKTOP,147.0,1077.0,['souriez-cest-la-rentree'],14.0,2.0,7.0,0.0,6012.876953125
2053,9666,12,2021-02-16,2021-02-28,banner,DESKTOP,200.0,995.0,['127684'],14.0,2.0,7.0,0.0,9381.358642578123
1939,9066,12,2021-03-14,2021-03-20,butterfly,DESKTOP,298.0,398.0,['C132003'],8.0,7.0,6.0,0.0,6389.1845703125
4728,25467,12,2020-01-07,2020-01-14,stoprayon,DESKTOP,122.0,995.0,['C43269'],9.0,2.0,2.0,0.0,6564.5101318359375
2717,13434,12,2021-01-22,2021-01-30,banner,DESKTOP,200.0,995.0,['121032'],10.0,5.0,6.0,0.0,7582.4566650390625
4806,25952,12,2020-10-30,2020-11-20,butterfly,DESKTOP,298.0,398.0,['C103210'],23.0,5.0,5.0,0.0,8151.263732910156
6280,34921,12,2020-04-01,2020-04-07,banner,DESKTOP,200.0,995.0,['52434'],8.0,3.0,2.0,0.0,5460.8681640625
3963,20903,10,2021-07-20,2021-07-20,butterfly,DESKTOP,1080.0,1440.0,['C164471'],2.0,2.0,2.0,0.0,1636.2718505859375
2691,13276,11,2020-09-23,2020-10-18,butterfly,DESKTOP,486.0,273.0,['C90134'],27.0,3.0,7.0,0.0,8851.815032958984
7815,32995,11,2020-04-27,2020-05-13,showcase,DESKTOP,472.0,1061.0,['55801'],18.0,1.0,3.0,0.0,41142.857142857145
5206,28324,12,2020-11-02,2020-11-20,tg,DESKTOP,298.0,597.0,['C101195'],20.0,1.0,5.0,0.0,7774.6221923828125
5394,29499,11,2020-05-14,2020-05-14,butterfly,DESKTOP,486.0,277.0,['C59591'],2.0,4.0,4.0,0.0,1318.935546875
4914,26687,7,2020-07-13,2020-07-26,lucky cart,DESKTOP,350.0,242.0,['6552-luckycart-pause-fraicheur-0720'],15.0,1.0,7.0,0.0,4254.319152832031
6884,1272,11,2019-09-02,2019-10-12,showcase,DESKTOP,472.0,1061.0,['32864'],42.0,1.0,6.0,0.0,96000.0
6767,28583,10,2019-09-04,2019-09-10,showcase,DESKTOP,420.0,1440.0,['32585'],8.0,3.0,2.0,0.0,11428.57142857143
7680,28050,11,2021-03-23,2021-04-05,showcase,DESKTOP,438.0,266.0,['137352'],15.0,2.0,1.0,0.0,34285.71428571429
123,175,10,2021-04-19,2021-04-24,butterfly,DESKTOP,413.0,555.0,['C142986'],7.0,1.0,6.0,0.0,5199.004760742188
2101,9891,7,2021-06-20,2021-07-30,butterfly,DESKTOP,353.0,564.0,['153249'],42.0,7.0,5.0,0.0,9923.28890991211
6922,2680,11,2021-09-16,2021-10-11,showcase,DESKTOP,494.0,1063.0,['178158'],27.0,4.0,1.0,0.0,61714.28571428572
2535,12489,12,2021-04-05,2021-04-11,banner,DESKTOP,200.0,995.0,['139406'],8.0,1.0,7.0,0.0,5346.669921875
264,555,11,2021-06-01,2021-06-16,butterfly,DESKTOP,486.0,531.0,['C153334'],17.0,2.0,3.0,0.0,10181.839965820312
85,108,10,2020-01-01,2020-01-31,butterfly,DESKTOP,420.0,574.0,"['C40216', 'C40221']",32.0,3.0,5.0,0.0,8373.1064453125
4517,24225,10,2020-11-18,2020-12-29,butterfly,DESKTOP,428.0,555.0,['C105567'],43.0,3.0,2.0,0.0,14233.388427734377
1104,4115,11,2021-04-12,2021-04-12,stoprayon,DESKTOP,145.0,1063.0,['epicerie-sucree/petit-dejeuner/pain-de-mie'],2.0,1.0,1.0,0.0,1503.7598876953125
1199,4625,12,2021-07-14,2021-09-01,butterfly,DESKTOP,298.0,398.0,['C164637'],51.0,3.0,3.0,0.0,8300.602523803711
5885,32451,12,2020-11-02,2020-11-20,butterfly,DESKTOP,298.0,398.0,['C103216'],20.0,1.0,5.0,0.0,8685.852661132812
5883,32437,11,2020-02-04,2020-02-05,shop,DESKTOP,412.0,587.0,['maison'],3.0,2.0,3.0,1.0,1686.3118286132812
4792,25875,12,2019-05-08,2019-05-31,stoprayon,DESKTOP,121.0,995.0,['27116'],25.0,3.0,5.0,0.0,8860.069274902344
2392,11602,12,2020-08-19,2020-08-19,butterfly,DESKTOP,298.0,398.0,['C68333'],2.0,3.0,3.0,0.0,1205.693603515625
859,2558,12,2021-09-07,2021-10-25,butterfly,DESKTOP,298.0,398.0,['C174583'],50.0,2.0,1.0,0.0,13526.74560546875
5123,27905,12,2021-04-13,2021-04-23,butterfly,DESKTOP,298.0,398.0,['C141513'],12.0,2.0,5.0,0.0,7929.760986328125
4063,21599,7,2020-10-30,2020-11-28,butterfly,DESKTOP,394.0,576.0,['98908'],31.0,5.0,6.0,0.0,7818.561767578125
558,997,7,2019-06-17,2019-07-06,butterfly,DESKTOP,350.0,494.0,"['C25701', 'C25704']",21.0,1.0,6.0,0.0,5854.885620117188
7238,12933,11,2020-09-01,2020-09-15,showcase,DESKTOP,472.0,1061.0,['85413'],16.0,2.0,2.0,0.0,36571.42857142857
4751,25646,12,2020-09-17,2020-09-18,tg,DESKTOP,298.0,398.0,['C88188'],3.0,4.0,5.0,0.0,1733.1663208007812
5259,28735,11,2019-07-03,2019-07-05,butterfly,DESKTOP,486.0,293.0,['C31308'],4.0,3.0,5.0,0.0,2666.41552734375
1461,6180,11,2021-06-19,2021-06-21,butterfly,DESKTOP,487.0,532.0,['C155828'],4.0,6.0,1.0,0.0,3153.9208984375
4009,21227,11,2020-09-28,2020-10-12,butterfly,DESKTOP,486.0,273.0,['C92523'],16.0,1.0,1.0,0.0,9323.96484375
3059,15539,10,2019-06-05,2019-06-13,butterfly,DESKTOP,420.0,574.0,['C26574'],10.0,3.0,4.0,0.0,6594.677734375
337,680,12,2020-12-27,2021-01-04,butterfly,DESKTOP,298.0,398.0,"['C117327', 'C117330', 'C117334']",10.0,7.0,1.0,0.0,6997.342529296875
3804,20011,12,2020-09-06,2020-09-29,tg,DESKTOP,298.0,398.0,['C88572'],25.0,7.0,2.0,0.0,13196.046447753906
6806,342,11,2020-11-19,2020-12-11,showcase,DESKTOP,472.0,1047.0,"['108104', '108186', '108192', '108193']",24.0,4.0,5.0,0.0,54857.142857142855
182,346,11,2021-02-22,2021-03-16,butterfly,DESKTOP,486.0,273.0,['C130385'],24.0,1.0,2.0,0.0,8560.62451171875
1406,5902,11,2021-03-02,2021-03-29,butterfly,DESKTOP,486.0,273.0,['C131839'],29.0,2.0,1.0,0.0,11899.551025390623
2382,11498,12,2019-06-14,2019-06-16,banner,DESKTOP,200.0,995.0,['30543'],4.0,5.0,7.0,0.0,2648.623046875
5102,27753,10,2019-09-02,2019-09-15,butterfly,DESKTOP,420.0,574.0,['C32131'],15.0,1.0,7.0,0.0,5288.668670654297
5503,30188,11,2021-05-03,2021-05-19,butterfly,DESKTOP,486.0,532.0,['C146058'],18.0,1.0,3.0,0.0,9396.331787109377
4007,21209,11,2019-05-08,2019-05-08,butterfly,DESKTOP,502.0,293.0,['C24142'],2.0,3.0,3.0,0.0,1302.0772705078125
1585,6916,12,2020-09-06,2020-09-10,butterfly,DESKTOP,298.0,398.0,['C79612'],6.0,7.0,4.0,0.0,4127.928588867188
7490,22129,11,2021-06-18,2021-07-07,showcase,DESKTOP,494.0,1063.0,['157615'],21.0,5.0,3.0,0.0,48000.0
3307,16914,11,2021-04-12,2021-04-12,stoprayon,DESKTOP,145.0,1063.0,['epicerie-sucree/compotes-fruits-au-sirop-et-cremes-desserts/cremes-dessert'],2.0,1.0,1.0,0.0,1503.7598876953125
6969,4252,11,2021-06-28,2021-09-05,showcase,DESKTOP,494.0,1063.0,['159383'],71.0,1.0,7.0,0.0,162285.7142857143
6892,1534,11,2021-08-31,2021-09-22,showcase,DESKTOP,494.0,1063.0,['173555'],24.0,2.0,3.0,0.0,54857.142857142855
1035,3672,7,2020-11-12,2020-11-25,butterfly,DESKTOP,394.0,576.0,['106452'],15.0,4.0,3.0,0.0,3707.322235107422
3271,16754,12,2020-08-08,2020-08-11,tg,DESKTOP,298.0,597.0,['C77672'],5.0,6.0,2.0,0.0,3615.054321289064
664,1389,7,2019-12-01,2019-12-04,butterfly,DESKTOP,350.0,494.0,['C39098'],5.0,7.0,3.0,0.0,2332.705993652344
7575,24912,11,2021-03-01,2021-04-01,showcase,DESKTOP,438.0,266.0,['131338'],33.0,1.0,4.0,0.0,75428.57142857143
7059,7050,11,2021-09-29,2021-10-11,showcase,DESKTOP,494.0,1063.0,['180891'],14.0,3.0,1.0,0.0,32000.0
1379,5768,10,2020-09-01,2020-09-29,butterfly,DESKTOP,420.0,574.0,['C86223'],30.0,2.0,2.0,0.0,13008.180541992188
4758,25693,12,2020-12-06,2020-12-31,butterfly,DESKTOP,298.0,398.0,['C113057'],27.0,7.0,4.0,0.0,12546.057403564451
4288,22819,11,2020-10-06,2020-10-28,butterfly,DESKTOP,488.0,265.0,['CB10228'],24.0,2.0,3.0,0.0,8390.400146484375
3483,17898,12,2020-12-30,2021-01-01,butterfly,DESKTOP,298.0,398.0,['C117324'],4.0,3.0,5.0,0.0,2310.888427734375
506,911,12,2021-03-15,2021-03-21,butterfly,DESKTOP,298.0,398.0,"['C135288', 'C135290']",8.0,1.0,7.0,0.0,5056.19140625
5143,28021,11,2021-01-13,2021-01-21,butterfly,DESKTOP,486.0,273.0,['C119631'],10.0,3.0,4.0,0.0,6594.677734375
5838,32231,12,2021-04-07,2021-04-12,tg,DESKTOP,298.0,597.0,['C138004'],7.0,3.0,1.0,0.0,4361.1546630859375
81,103,10,2020-07-14,2020-08-04,butterfly,DESKTOP,420.0,574.0,"['C72158', 'C72162', 'C72170']",23.0,2.0,2.0,0.0,9972.938415527344
4940,26836,12,2020-06-25,2020-06-29,tg,DESKTOP,298.0,796.0,['C63424'],6.0,4.0,1.0,0.0,3738.132568359375
6466,35920,12,2021-08-27,2021-09-19,tg,DESKTOP,298.0,796.0,['C173508'],25.0,5.0,7.0,0.0,10766.92123413086
5656,31151,12,2019-05-08,2019-05-13,stoprayon,DESKTOP,121.0,995.0,['27878'],7.0,3.0,1.0,0.0,4598.6923828125
3565,18461,10,2020-06-22,2020-07-12,butterfly,DESKTOP,420.0,574.0,['C66190'],22.0,1.0,7.0,0.0,7348.5062255859375
6677,9801,10,2021-03-30,2021-04-02,banner,DESKTOP,150.0,1200.0,['C136535'],5.0,2.0,5.0,0.0,7142.857142857143
1431,6026,12,2020-12-21,2020-12-31,butterfly,DESKTOP,298.0,398.0,['C116636'],12.0,1.0,4.0,0.0,7409.447021484375
2252,10704,7,2020-12-12,2020-12-17,butterfly,DESKTOP,394.0,576.0,['109305'],7.0,6.0,4.0,0.0,3278.0486450195312
3415,17552,12,2020-07-15,2020-07-25,butterfly,DESKTOP,298.0,398.0,['C72653'],12.0,3.0,6.0,0.0,8663.230224609375
1710,7674,12,2019-07-15,2019-08-11,stoprayon,DESKTOP,121.0,995.0,['31581'],29.0,1.0,7.0,0.0,11852.43133544922
6347,35270,7,2021-06-06,2021-08-31,butterfly,DESKTOP,351.0,564.0,['154157'],88.0,7.0,2.0,0.0,22399.673828125
4421,23616,12,2020-10-03,2020-10-11,banner,DESKTOP,200.0,995.0,['96598'],10.0,6.0,7.0,0.0,7388.67919921875
2977,15072,12,2021-03-29,2021-04-07,tg,DESKTOP,298.0,796.0,['C136192'],11.0,1.0,3.0,0.0,6699.2725830078125
4535,24327,7,2021-07-06,2021-07-11,butterfly,DESKTOP,386.0,564.0,['162574'],7.0,2.0,7.0,0.0,3522.461181640625
326,664,12,2020-12-05,2020-12-31,banner,DESKTOP,200.0,995.0,"['108983', '108991']",28.0,6.0,4.0,0.0,14027.402709960938
5728,31620,11,2021-10-02,2021-10-11,butterfly,DESKTOP,486.0,531.0,['C181552'],11.0,6.0,1.0,0.0,8673.282470703125
956,3080,12,2021-07-16,2021-08-29,banner,DESKTOP,200.0,995.0,['162269'],46.0,5.0,7.0,0.0,10422.555847167969
3729,19478,12,2021-09-06,2021-10-17,butterfly,DESKTOP,298.0,398.0,['C173940'],43.0,1.0,7.0,0.0,9893.71630859375
6175,34303,10,2020-12-31,2021-01-05,butterfly,DESKTOP,393.0,555.0,['C113795'],7.0,4.0,2.0,0.0,5145.312316894531
4236,22544,12,2021-03-29,2021-04-11,tg,DESKTOP,298.0,796.0,['C138024'],15.0,1.0,7.0,0.0,6076.783905029297
4822,26060,12,2020-06-02,2020-06-24,tg,DESKTOP,298.0,796.0,['C62169'],24.0,2.0,3.0,0.0,11778.45703125
1860,8655,11,2020-05-27,2020-05-27,butterfly,DESKTOP,486.0,278.0,['C54290'],2.0,3.0,3.0,0.0,1302.0772705078125
6287,34965,12,2019-05-14,2019-05-26,banner,DESKTOP,200.0,995.0,"['237f97791e43162efb2f7a03db6e7c79.gif"") no-repeat scroll 50% 50% ']",14.0,2.0,7.0,0.0,9381.358642578123
3698,19289,12,2020-07-14,2020-07-29,butterfly,DESKTOP,298.0,398.0,['C72578'],17.0,2.0,3.0,0.0,9117.61962890625
3887,20416,7,2021-07-31,2021-07-31,butterfly,DESKTOP,385.0,564.0,['159879'],2.0,6.0,6.0,0.0,1021.1346435546876
6952,3613,11,2021-04-30,2021-05-10,showcase,DESKTOP,438.0,1063.0,['146451'],12.0,5.0,1.0,0.0,27428.571428571428
6435,35721,12,2021-04-19,2021-05-01,tg,DESKTOP,298.0,796.0,['C141529'],14.0,1.0,6.0,0.0,10316.138061523438
4856,26323,11,2021-09-08,2021-10-11,butterfly,DESKTOP,486.0,532.0,['C175926'],35.0,3.0,1.0,0.0,11322.628173828123
7662,27389,11,2021-06-07,2021-08-07,showcase,DESKTOP,494.0,1063.0,['154631'],63.0,1.0,6.0,0.0,144000.0
4151,22158,11,2021-06-02,2021-07-04,butterfly,DESKTOP,486.0,531.0,['C146219'],34.0,3.0,7.0,0.0,11019.76025390625
4947,26879,12,2021-06-01,2021-06-19,butterfly,DESKTOP,298.0,398.0,['C153215'],20.0,2.0,6.0,0.0,13108.392333984377
5561,30533,10,2020-08-03,2020-09-29,butterfly,DESKTOP,420.0,574.0,['C77118'],59.0,1.0,2.0,0.0,14483.316146850586
1976,9288,12,2021-04-26,2021-05-07,butterfly,DESKTOP,298.0,398.0,['C144626'],13.0,1.0,5.0,0.0,7590.701110839844
3005,15186,12,2020-04-01,2020-04-29,tg,DESKTOP,298.0,796.0,['C50345'],30.0,3.0,3.0,0.0,12230.33203125
1889,8817,12,2020-04-07,2020-04-09,banner,DESKTOP,200.0,995.0,['53682'],4.0,2.0,4.0,0.0,2922.708251953125
4251,22615,11,2021-04-12,2021-04-12,stoprayon,DESKTOP,145.0,1063.0,['surgeles/plats-cuisines'],2.0,1.0,1.0,0.0,1503.7598876953125
693,1604,12,2021-09-06,2021-09-19,tg,DESKTOP,298.0,597.0,['C173189'],15.0,1.0,7.0,0.0,6076.783905029297
1408,5919,11,2019-07-15,2019-07-21,butterfly,DESKTOP,486.0,293.0,['C31506'],8.0,1.0,7.0,0.0,5748.4228515625
2951,14899,11,2021-03-22,2021-04-05,stoprayon,DESKTOP,145.0,1063.0,['kinder-ferrero'],16.0,1.0,1.0,0.0,9866.908203125
7585,25216,11,2020-10-19,2020-10-25,showcase,DESKTOP,472.0,1047.0,['99830'],8.0,1.0,7.0,0.0,18285.714285714286
494,898,12,2021-01-18,2021-02-28,tg,DESKTOP,298.0,398.0,"['C120639', 'C120641']",43.0,1.0,7.0,0.0,9893.71630859375
3872,20303,12,2021-03-30,2021-04-03,banner,DESKTOP,200.0,995.0,['135299'],6.0,2.0,6.0,0.0,5048.0218505859375
6273,34863,11,2019-10-13,2019-11-10,butterfly,DESKTOP,486.0,278.0,['C34525'],30.0,7.0,7.0,0.0,12136.715698242188
7262,13857,11,2021-05-28,2021-05-30,showcase,DESKTOP,438.0,1063.0,['152085'],4.0,5.0,7.0,0.0,9142.857142857143
